ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,result
899,90000,2,3,3,51,0,0,0,0,2,0,11315,12340,13349,14276,13904,14184,1
900,2.00E+05,1,1,1,36,-1,-1,0,-1,-1,-1,3877,11496,5935,295,1867,0,0
901,360000,1,1,2,30,-2,-1,-1,-2,-2,-2,0,2500,0,0,0,0,0
902,140000,2,1,1,36,-1,-1,-2,-1,0,0,4036,0,0,2971,1607,0,0
903,220000,1,2,2,25,0,0,0,0,0,0,168286,155893,119575,51317,51926,34608,0
904,1.00E+05,1,3,1,50,0,0,-2,-2,-2,-2,154970,0,0,0,0,0,0
905,80000,2,2,2,40,2,0,0,0,2,2,57364,58637,59863,62860,63976,63293,0
906,30000,2,2,2,27,-1,-1,2,0,-1,2,27772,30461,29325,21449,29709,29086,0
907,50000,1,1,2,30,2,2,2,-1,2,2,4187,5152,3679,596,446,2699,1
908,120000,2,2,2,26,0,0,0,0,0,0,22431,12399,4199,3059,674,0,0
909,50000,1,1,2,27,0,0,0,0,0,0,7010,9876,11115,12915,14415,0,0
910,360000,2,1,2,27,0,-1,0,-1,-1,-1,79837,27456,68117,39105,54456,46153,0
911,90000,2,1,2,25,2,2,2,2,0,0,86014,92898,92860,88533,90942,88813,0
912,5.00E+05,1,1,2,32,-1,0,0,0,0,0,386405,387910,293177,274539,253443,253671,0
913,140000,2,3,1,46,0,0,0,0,0,0,68075,69972,71805,73613,75426,77169,0
914,30000,1,3,1,45,0,0,2,0,0,0,17187,24045,23180,22000,22000,0,0
915,70000,1,3,1,30,0,0,0,0,0,0,19882,20611,21859,22445,22935,23404,0
916,2.00E+05,1,1,1,39,-2,-2,-2,-2,-2,-2,0,0,0,0,0,3983,0
917,350000,1,1,1,48,0,0,0,0,0,0,54969,47978,48631,48351,47939,33827,0
918,120000,1,1,2,32,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1
919,240000,1,1,2,46,0,0,0,0,0,0,471814,478380,395612,386295,356206,352257,0
920,90000,2,1,2,23,0,0,0,0,0,0,22109,25011,29230,32747,38217,43744,0
921,260000,2,1,2,33,1,-2,-2,-2,-1,-1,0,0,0,0,1980,2500,0
922,50000,2,1,2,24,0,0,0,2,0,0,27245,28300,31900,31090,31837,32555,0
923,110000,1,1,1,40,0,0,0,0,0,0,8481,13066,17638,22204,26784,31352,0
924,20000,2,1,2,24,-1,-1,2,-1,0,-1,1371,796,398,796,398,716,0
925,30000,2,2,2,24,0,0,0,0,0,0,27391,28412,28575,28925,24159,0,0
926,180000,1,1,2,27,-2,-1,2,2,-2,-2,11392,14688,14040,13440,13440,13080,1
927,20000,1,2,1,46,0,0,0,0,0,0,5902,6767,8145,8153,8324,8490,0
928,50000,2,2,2,22,0,0,0,0,0,0,50342,50482,49217,40882,20258,20303,0
929,180000,2,1,2,36,-2,-2,-2,-2,-2,-2,10737,21197,11936,40420,9210,17795,0
930,2.00E+05,1,1,1,34,-2,-2,-2,-2,-2,-2,1242,4006,941,2357,2945,1143,0
931,260000,2,2,2,24,0,0,0,0,0,0,68411,60386,48663,50998,53835,56728,0
932,320000,1,1,1,60,-1,-1,-1,-1,0,-1,9955,3465,84421,886,11741,4317,1
933,160000,2,2,2,29,2,2,-1,-1,-1,-1,1989,-8,866,0,892,0,1
934,30000,1,2,2,32,2,0,0,2,2,2,7851,9065,11595,11112,12923,12566,1
935,50000,2,2,1,36,0,0,0,0,0,0,16906,17645,18478,10279,10646,10776,0
936,50000,1,2,2,30,0,0,0,0,-2,-2,21062,6495,2207,0,0,0,0
937,90000,2,2,2,29,0,0,0,0,0,0,47585,52084,53817,54818,55985,57398,0
938,240000,1,1,2,34,1,2,-1,-1,0,-1,11874,5979,6938,41858,10416,1711,0
939,180000,2,2,1,32,1,2,2,2,0,0,15548,15009,17752,17172,18732,23389,1
940,2.00E+05,2,2,1,32,-1,-1,-1,-1,-1,-1,5150,10190,10190,10190,10594,11193,0
941,50000,2,1,2,25,0,0,0,0,0,2,42543,34629,27095,18538,20100,19630,0
942,50000,1,2,1,44,-1,-1,-1,-1,-1,-1,1261,1261,1261,1261,1261,1261,0
943,330000,2,1,1,37,-1,-1,-1,-1,0,-1,4785,3403,0,5882,5882,1013,0
944,80000,2,2,2,24,2,2,5,5,4,3,1200,1200,1200,1200,600,300,1
945,50000,2,2,2,23,-2,-2,-2,-2,-2,-2,3779,3944,2118,2259,3527,1100,0
946,360000,2,1,2,29,0,0,-1,-1,-1,-1,15854,8174,1004,1004,646,3508,0
947,240000,2,2,1,37,0,0,0,0,0,0,219099,217058,187841,186140,191678,191816,0
948,50000,1,2,1,59,0,0,0,0,0,0,47069,48479,49520,18990,19539,19791,0
949,470000,1,2,2,33,0,0,0,0,0,0,190258,181207,120318,129281,113437,164377,0
950,160000,2,3,1,51,-1,2,-1,-1,-1,-1,2000,1000,2125,2125,1000,2125,0
951,30000,1,1,1,27,-1,0,0,0,0,-2,12897,13484,6655,6618,0,0,1
952,80000,2,2,1,32,0,0,0,0,0,0,81074,78262,76163,76813,77511,79069,0
953,5.00E+05,2,3,2,42,-2,-1,-1,0,0,0,10889,26146,104279,103945,101945,90193,0
954,180000,1,2,2,39,-1,-1,-1,-1,-1,0,3135,2822,1938,5818,2628,2628,0
955,110000,2,2,1,46,-1,-1,-1,-1,-1,0,2410,2151,2161,1719,107591,107940,0
956,160000,1,1,1,41,0,-1,0,0,2,2,117126,11222,15513,18087,17499,19939,0
957,210000,2,2,2,30,0,0,0,0,0,0,21780,20974,18652,13464,109722,105573,0
958,2.00E+05,2,1,1,34,-1,0,0,-1,0,-1,6206,6723,7545,362,181,488,1
959,350000,1,1,2,35,-1,-1,-1,0,0,0,4439,33720,14283,16426,10833,2261,0
960,250000,1,1,2,41,-1,-1,-1,0,-1,-1,1338,-24,8324,5872,23020,2367,1
961,380000,1,1,2,43,1,2,2,-2,-2,-2,8201,7882,-2,-2,-2,-2,1
962,30000,1,2,2,47,-1,-1,-1,-1,0,-1,396,396,396,792,396,772,0
963,2.00E+05,1,2,2,31,0,0,0,0,0,0,33781,35879,26043,27497,29082,31647,0
964,30000,1,2,2,30,-1,0,0,0,0,0,27826,28672,29622,30271,24536,22913,0
965,50000,1,2,2,24,0,0,-1,-1,0,0,14937,12171,3847,11117,6479,6187,0
966,5.00E+05,1,1,1,36,0,0,0,0,0,0,294827,292920,291760,288024,274632,266669,0
967,30000,1,1,2,28,1,-2,-1,-1,-1,-2,0,0,1310,816,0,0,0
968,220000,2,1,1,36,-1,-1,0,-1,-1,-1,996,4102,4111,1057,990,1324,0
969,20000,2,2,1,27,0,0,0,-1,0,0,42784,41009,44267,47149,48497,14774,0
970,180000,2,2,1,32,0,0,0,0,-1,-1,74189,30670,6428,4618,2708,54024,0
971,3.00E+05,1,1,1,42,-1,0,0,-1,0,0,11973,61834,25145,37666,19453,10492,1
972,130000,2,2,1,33,0,0,0,0,0,0,133461,133393,132211,101807,101083,101597,0
973,180000,2,3,1,39,2,2,2,2,2,0,10159,12689,12183,13979,13621,14809,1
974,150000,2,1,3,30,-2,-2,-2,-2,-2,-2,50,6527,2168,-7,1373,-1,0
975,140000,1,2,1,30,0,0,0,0,0,0,134203,127319,107496,69218,70702,72267,1
976,50000,2,2,2,22,0,0,0,0,0,0,49609,61162,31485,15281,18031,18233,0
977,20000,1,2,2,25,1,2,2,0,0,0,6174,7543,7255,3887,5887,0,1
978,180000,1,1,2,28,-1,-1,-1,-1,-1,-1,666,662,-4,55566,1056,390,0
979,180000,1,2,2,26,0,0,0,0,0,0,5591,6619,10574,7733,6794,5487,1
980,150000,2,3,1,54,-1,0,0,0,2,0,148747,145231,145341,153833,151194,145738,0
981,70000,2,1,2,24,0,0,0,0,0,0,63903,65248,62958,64209,59482,60883,0
982,30000,1,2,2,29,8,7,6,5,4,3,34423,33952,33165,32391,31332,30558,0
983,5.00E+05,1,1,2,36,-2,-2,-2,-2,-2,-2,45106,81264,18122,27229,21462,27911,1
984,60000,1,3,1,49,0,0,0,0,0,0,44801,41545,40649,40843,40612,40656,0
985,50000,2,1,2,23,-2,-2,-2,-2,-2,-2,49860,50187,50022,20114,18777,18273,0
986,130000,1,3,2,43,1,-1,-1,-2,-1,-1,1018,6377,-2,935,4985,1212,1
987,260000,2,2,1,33,-2,-2,-2,-1,-1,0,134736,135593,120909,102524,40157,40805,0
988,380000,1,3,1,53,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0
989,360000,2,2,2,25,2,2,2,2,2,2,286732,290690,284059,294308,297916,279503,0
990,50000,1,3,1,54,1,2,2,0,0,0,62847,60885,56828,55419,54054,53143,0
991,50000,2,3,1,39,0,0,2,-1,0,0,58300,59727,142,29886,30510,31276,0
992,260000,2,1,1,44,-1,2,2,-1,-1,-2,1215,856,291,803,98,431,1
993,80000,2,2,2,27,0,0,0,0,0,0,57376,58649,59873,61077,62394,63655,0
994,360000,2,1,2,25,0,0,0,0,0,-2,279846,169426,68810,12800,0,0,1
995,290000,2,1,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1
996,2.00E+05,1,1,2,39,-2,-2,-2,-2,-2,-2,-200,-200,-200,0,60800,0,0
997,140000,1,1,1,45,0,0,0,0,2,2,39716,40799,41853,44452,45433,46383,0
998,360000,1,1,1,38,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1
999,50000,2,2,2,23,-1,-1,-1,0,-1,-1,780,0,780,390,390,500,1
1000,120000,1,2,2,25,2,2,0,0,0,0,113348,110119,111700,83858,86434,88802,0
1001,1.00E+05,1,2,1,29,0,0,0,0,-1,-1,94453,95860,67782,-2618,95748,101299,0
1002,2.00E+05,2,2,1,28,0,0,0,0,0,0,81865,86790,8441,97041,103541,3632,0
1003,90000,2,2,1,40,-1,-1,-1,-1,-1,-1,4989,-818,1114,657,1332,780,0
1004,360000,1,1,2,36,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1
1005,150000,2,3,2,30,-2,-2,-2,-2,-2,-2,456,9664,3420,2527,0,0,1
1006,140000,1,1,2,29,-1,-1,-1,-1,-1,-1,2937,5150,1514,2573,495,1744,0
1007,2.00E+05,2,2,2,36,-1,-1,-1,-2,-2,-1,1371,4068,0,0,0,980,0
1008,170000,2,2,1,37,0,0,0,0,0,0,166246,169163,136604,136607,133199,135242,0
1009,30000,1,2,2,34,0,0,4,3,2,0,19785,24633,23961,23289,22779,51224,0
1010,80000,2,1,2,27,0,0,-2,-2,-2,-2,80000,0,0,0,0,0,0
1011,280000,1,1,2,31,0,0,0,0,0,2,164736,170564,150666,133465,133536,132964,0
1012,410000,2,1,1,31,-1,-1,2,2,-2,-2,2744,2041,630,-736,-1591,-2303,0
1013,450000,1,1,2,38,-1,0,-1,-1,-1,-1,29747,53311,10920,8072,22809,12415,0
1014,80000,1,2,2,36,0,0,0,0,0,0,79148,52174,44275,42029,33838,29757,0
1015,360000,1,1,1,46,0,0,0,0,-2,-2,92961,76243,51722,-8,-8,-16,0
1016,130000,2,1,1,36,0,0,0,0,0,0,129689,107070,103942,94623,90556,92394,0
1017,160000,2,1,2,26,0,0,0,-1,-1,-1,2198,11155,0,12315,0,11855,1
1018,140000,2,3,2,57,2,0,0,0,0,0,131795,134083,125360,99313,90623,92425,1
1019,240000,2,3,1,40,1,-2,-1,-1,-1,-1,-55,-55,3545,1338,1075,1744,0
1020,180000,2,3,0,45,-1,-1,-2,-2,-2,-2,4148,0,0,0,0,0,0
1021,70000,1,1,3,57,0,0,0,0,0,0,69398,70352,69936,68118,65942,62495,0
1022,150000,2,2,2,25,0,0,0,0,0,0,142827,126317,75324,78773,95375,57663,0
1023,210000,2,3,1,37,-2,-2,-2,-2,-2,-2,138398,109115,101912,62959,60767,41150,0
1024,2.00E+05,2,1,1,35,-1,0,0,0,0,0,9918,10971,11817,17865,18239,14527,0
1025,310000,1,2,2,33,-2,-2,-2,-2,-2,-2,4040,4048,3959,205,3199,5104,0
1026,180000,1,1,1,38,0,0,0,0,0,2,153099,150227,138313,137274,147314,129870,0
1027,3.00E+05,1,2,2,31,0,0,0,-1,-1,-1,62198,35674,34979,510,2166,765,0
1028,450000,2,1,2,41,-1,-1,-1,-1,-1,-1,11343,75083,25273,85357,27745,1990,0
1029,2.00E+05,1,1,2,33,1,-1,-1,0,-1,-1,-5,3465,3191,1873,90687,4577,0
1030,30000,2,2,1,67,2,2,0,0,2,2,30374,29038,27737,29499,30124,26855,1
1031,4.00E+05,2,1,1,40,-1,-1,-1,0,0,-1,1107,3891,120338,8318,8488,130,0
1032,170000,1,1,2,33,-1,-1,-1,-1,-1,-1,764,1100,500,2499,1500,600,0
1033,140000,2,1,2,31,-1,2,-1,-1,-1,-1,652,326,326,326,476,326,1
1034,2.00E+05,2,2,2,35,0,0,0,0,0,0,64195,65565,66870,68752,70485,71887,0
1035,60000,2,2,3,39,1,-2,-2,-2,-2,-2,-1540,-1930,-2320,-1220,0,0,0
1036,60000,1,2,2,27,1,2,0,0,2,2,43356,42381,46663,49877,50734,49764,1
1037,150000,1,1,2,23,0,0,0,0,0,0,11109,83376,79726,76986,78038,78321,0
1038,180000,1,3,1,54,0,0,0,0,0,0,149698,137260,124500,111430,98182,84598,1
1039,50000,2,3,2,23,0,0,0,0,0,0,43979,33403,20879,18573,17318,17936,0
1040,50000,1,3,2,24,-1,-1,-1,-1,0,0,2562,8743,-290,18115,18495,18804,0
1041,20000,1,2,2,26,-1,-1,-2,-2,-2,-2,70,-620,-620,-1400,0,0,0
1042,230000,2,2,2,52,2,-1,2,0,-1,-1,1292,3943,1990,1499,593,2553,1
1043,110000,2,2,1,42,0,0,0,0,0,0,55349,52914,49483,49292,49460,49470,0
1044,90000,2,1,2,36,0,0,0,0,0,0,90922,80980,66503,67347,68509,67588,0
1045,20000,2,1,2,22,2,2,2,2,2,2,16233,20547,20542,19572,20437,19994,1
1046,30000,2,1,2,23,0,0,0,0,0,0,26847,24815,21681,22293,17155,13470,0
1047,220000,1,3,1,30,0,0,0,0,2,0,162105,170592,173969,183030,181385,174107,1
1048,140000,2,3,2,24,1,2,2,2,0,0,42897,45739,46468,45422,46371,47297,1
1049,3.00E+05,2,1,1,42,-2,-2,-2,-2,-2,-2,3000,3300,0,0,610,2165,0
1050,1.00E+05,1,2,1,49,0,0,0,2,0,0,34704,30906,28325,22160,18842,17023,0
1051,110000,1,2,2,31,2,2,3,3,2,-1,279,279,279,279,129,179,0
1052,270000,2,3,2,33,0,-1,-1,-1,0,0,10000,10000,10000,123693,116843,110059,0
1053,30000,1,1,1,42,0,0,-1,-1,-1,-1,28033,17085,200,323,29525,0,0
1054,70000,1,3,2,41,0,0,0,0,0,0,70476,68539,69520,51605,50311,50729,0
1055,230000,1,2,1,53,2,2,-2,-2,-2,-1,1350,0,0,0,0,470,0
1056,20000,1,2,2,23,0,0,0,0,0,0,18852,16648,19395,20271,20445,17532,0
1057,190000,2,1,2,33,1,2,0,0,0,0,115056,108137,89722,69861,49894,49727,0
1058,20000,2,2,1,29,0,0,0,0,0,0,15890,13995,13375,14205,15869,16666,0
1059,80000,2,3,1,67,0,0,0,0,0,-1,20255,18885,21529,29236,10662,2408,0
1060,20000,1,3,1,33,2,0,0,0,0,-2,20500,16237,20960,6914,1017,780,1
1061,60000,2,3,1,34,0,0,0,2,0,0,9928,11261,12853,12352,12703,13338,1
1062,50000,1,2,1,49,0,0,0,0,0,0,10750,8755,8684,5983,4252,5034,0
1063,280000,2,2,1,56,0,0,0,0,0,0,284204,284041,283396,213294,213384,213604,1
1064,3.00E+05,1,1,1,42,0,0,0,0,0,0,120151,89618,47857,48128,50332,23688,0
1065,30000,2,3,1,55,2,0,0,0,0,0,29278,30393,29785,30377,30155,31098,1
1066,270000,2,2,1,25,0,0,0,0,0,0,21586,239499,203867,188064,147915,139976,0
1067,1.00E+05,1,3,2,30,0,0,0,0,0,0,87579,72308,53505,43371,48125,40388,0
1068,240000,1,2,2,43,-1,-1,-1,-1,-1,-1,291,291,291,291,291,291,1
1069,2.00E+05,1,1,2,40,-1,-1,-1,-1,-1,-1,2159,760,2775,22813,10526,326,0
1070,110000,2,1,2,35,0,0,2,2,0,0,32691,36344,36055,36163,37028,38250,0
1071,230000,1,1,1,61,-1,-1,-1,-1,-1,-1,1477,3699,2252,4932,2783,7411,0
1072,150000,2,2,1,44,-1,-1,-1,-1,-1,-1,390,5104,10318,5775,14441,780,1
1073,350000,1,1,2,33,-1,-1,-1,-1,-1,-1,148341,8095,15047,3220,20461,3249,0
1074,360000,1,6,1,66,-1,-1,-1,-1,-1,-1,47615,74976,4040,151858,48580,1451,0
1075,150000,2,2,2,40,1,-1,-1,-1,-1,-2,-19,3894,5570,10516,-3,-3,0
1076,1.00E+05,1,3,2,47,0,0,0,0,0,0,94925,95130,60003,38500,4681,76728,0
1077,5.00E+05,1,1,2,27,0,0,0,0,0,0,204198,201648,197549,192093,187726,183860,0
1078,5.00E+05,1,1,2,35,-1,0,-1,-1,-1,0,172041,70011,12976,34469,27425,28506,0
1079,180000,2,3,1,47,-1,-1,-1,-1,-1,-1,316,316,316,316,316,316,0
1080,4.00E+05,2,3,1,39,1,-1,-1,-1,-2,-1,2384,3500,471,-203,2371,1949,0
1081,1.00E+05,2,2,2,29,0,0,0,0,0,0,61383,49560,40183,61820,8322,6182,0
1082,10000,1,2,1,32,1,2,2,2,2,2,8425,8148,9481,9180,10052,10091,0
1083,60000,2,1,2,30,2,2,2,2,2,2,34735,33895,36530,37133,37893,37131,0
1084,50000,2,1,2,25,1,2,2,2,2,2,47054,48008,48913,49847,50840,49502,1
1085,80000,2,2,2,23,-1,0,0,0,0,0,57314,58489,50452,51573,49061,33931,0
1086,110000,2,2,1,43,0,0,2,0,0,0,108616,114854,105275,107561,105502,103813,0
1087,410000,2,2,1,41,0,0,0,0,0,0,354506,363666,369776,368779,369358,368043,1
1088,260000,2,2,1,40,1,-1,-1,-2,-2,-2,0,342,0,0,0,0,0
1089,30000,2,3,1,35,0,0,0,0,0,0,28786,26496,25098,26209,25325,26400,0
1090,310000,2,1,2,28,0,0,0,0,-1,-1,36513,37628,39579,40879,85,4381,0
1091,70000,2,2,2,38,0,0,0,0,0,0,22578,23606,24619,25107,25634,26143,0
1092,250000,1,1,2,31,0,0,0,0,0,0,215316,198490,169014,167776,168110,168505,0
1093,210000,1,3,1,29,1,2,0,0,0,0,198510,194040,199393,194538,195990,194136,0
1094,360000,1,2,1,41,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1
1095,50000,1,2,2,31,1,2,0,0,2,0,48657,45079,47714,19586,19143,20051,0
1096,670000,1,1,2,29,0,0,0,0,0,0,244663,243209,229265,228114,232795,237726,0
1097,130000,1,1,2,26,-1,-1,0,0,0,0,2343,32278,24175,15182,12805,14415,0
1098,170000,1,1,1,42,1,-2,-2,-2,-2,-1,0,0,0,0,0,2485,0
1099,30000,1,3,2,29,-1,-1,-1,-1,-2,-2,390,0,780,0,0,0,0
1100,110000,1,1,1,50,0,0,0,0,0,0,36802,38210,40259,41585,42913,44197,0
1101,210000,2,3,2,46,1,2,0,0,-1,-1,5816,5579,20079,17309,2310,241,1
1102,30000,2,2,2,24,0,0,2,2,2,0,24238,26996,26269,27734,27151,28199,1
1103,260000,2,2,1,46,0,0,2,2,2,0,18256,19556,18136,24018,21490,18196,0
1104,150000,2,3,2,28,-2,-1,-1,-1,-1,-1,1723,2292,240,683,3486,5390,0
1105,20000,2,2,1,35,1,2,2,3,2,0,18648,18061,21034,20419,19289,19600,1
1106,380000,2,1,1,40,-1,-1,-2,-2,-2,-2,6614,54457,47872,24543,0,0,0
1107,2.00E+05,2,1,1,41,-2,-2,-2,-2,-2,-2,7812,0,0,1115,0,0,0
1108,120000,2,2,1,47,-1,-1,-1,-1,-1,-1,1188,2512,3444,1742,502,346,0
1109,80000,1,2,1,54,0,0,0,0,0,0,76962,79463,79761,30286,29898,30364,1
1110,30000,2,2,2,33,1,2,0,0,0,0,31089,10989,11997,12397,13043,13325,0
1111,110000,1,2,2,29,1,2,2,2,0,0,83687,85360,86274,84001,85897,88759,0
1112,50000,2,3,1,44,-1,-1,-1,-1,-1,-1,3424,155,1922,1473,1865,835,0
1113,90000,2,2,1,24,0,0,0,0,0,0,84148,79847,75576,75266,74431,68399,0
1114,110000,1,1,2,33,0,0,0,0,0,0,12633,88334,53978,23687,26567,8435,0
1115,50000,1,3,1,54,0,0,0,0,0,0,38607,39681,40717,41682,42857,45581,0
1116,60000,1,1,2,27,-2,-2,-2,-2,-1,-1,11862,1856,-14,4839,9567,11407,0
1117,150000,2,2,2,37,0,0,0,0,0,0,80463,82513,84271,43832,33963,34638,1
1118,20000,1,1,2,24,1,2,0,0,0,-2,18738,18016,7190,7190,0,0,0
1119,140000,2,3,1,54,1,-2,-2,-2,-2,-2,-150,-150,-150,-150,-150,-150,1
1120,120000,2,2,1,34,1,-1,-1,-1,-1,-1,-9,898,7752,4447,8495,0,0
1121,2.00E+05,2,2,2,40,2,0,0,0,0,0,176502,176297,162826,160186,161965,152361,1
1122,20000,1,2,2,30,1,2,4,3,2,2,19977,21359,20581,19860,19690,1735,1
1123,50000,1,2,2,26,0,0,0,0,0,0,48221,49629,48868,49668,49780,49980,0
1124,2.00E+05,2,2,1,41,0,0,0,0,0,-1,18012,18367,16996,11461,8150,5584,0
1125,1.00E+05,2,2,2,29,-2,-1,0,0,0,0,75912,85276,88498,90289,92485,95630,0
1126,3.00E+05,1,1,1,38,-1,-1,-2,-2,-2,-2,2285,0,0,0,0,0,0
1127,5.00E+05,2,1,2,35,-1,-1,-1,-1,0,-1,22369,14100,24754,21443,13892,11241,0
1128,360000,2,2,1,52,-1,-1,-2,-2,-2,-2,2995,2401,2277,500,3586,7399,0
1129,160000,2,1,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0
1130,50000,2,2,2,23,0,0,0,2,2,2,47053,47835,51109,51713,52738,48789,1
1131,230000,2,2,1,34,0,0,0,0,0,0,234328,234211,157345,155335,153427,150514,1
1132,2.00E+05,2,2,2,34,1,-1,-1,-1,-1,-1,0,3346,0,465,1775,8722,0
1133,270000,1,1,1,44,3,3,4,4,4,4,256402,264267,271951,278509,283545,278436,0
1134,50000,2,2,1,36,2,2,2,0,0,2,45159,49125,47956,43578,35126,34420,0
1135,20000,1,2,2,28,1,2,2,2,0,0,15764,15718,17164,16594,18158,19554,0
1136,60000,2,2,2,31,0,0,0,0,2,0,59643,61279,61017,30117,29526,29201,0
1137,50000,1,2,2,31,-1,-1,-1,0,0,-1,2522,0,18171,17051,390,16526,0
1138,50000,1,2,1,41,0,0,0,0,0,0,19339,20424,20086,18600,19153,19289,0
1139,130000,2,3,1,44,0,0,0,0,0,2,109006,110256,113283,101247,96939,81977,0
1140,230000,2,3,2,47,0,0,0,0,0,0,147300,121855,102074,94225,96616,95849,0
1141,20000,1,2,2,25,0,0,0,-2,-1,0,3400,4129,0,0,3244,3314,0
1142,30000,2,1,2,25,0,0,2,0,0,2,19801,20449,19798,20217,21435,19239,0
1143,2.00E+05,2,1,1,39,-1,0,-1,0,0,0,8432,6977,6727,6864,5253,3388,0
1144,140000,2,2,1,24,-1,-1,-2,-2,-1,-1,2515,0,0,0,2243,5530,0
1145,1.00E+05,2,2,1,35,2,0,0,2,2,0,98845,95265,98571,99322,96661,95951,1
1146,240000,1,2,1,32,2,2,2,0,0,0,127418,135942,132640,135320,138523,141618,1
1147,70000,2,1,2,31,2,2,7,7,7,7,2400,2400,2400,2400,2400,2400,1
1148,360000,1,1,2,33,1,2,0,0,-1,-1,71195,60553,60158,16672,35039,8320,0
1149,140000,2,1,2,30,1,2,0,0,0,0,149389,145757,144229,144470,144386,120586,0
1150,50000,1,2,1,52,-1,2,0,0,0,0,2072,1532,3106,2721,780,0,0
1151,210000,2,2,1,36,-1,-1,-1,0,-1,-1,396,590,2042,1646,396,396,0
1152,280000,1,1,2,30,1,2,2,0,0,0,191493,187913,169223,153063,133490,130377,0
1153,180000,2,2,2,42,2,2,2,2,2,2,50420,51818,52372,52917,54123,55176,1
1154,150000,2,1,2,30,-1,0,-1,0,-1,-1,10705,5416,5162,4068,249,249,0
1155,20000,1,3,1,47,1,2,0,0,0,2,19739,19137,19857,15422,19279,9537,0
1156,350000,2,2,1,29,-1,-1,-1,-1,-1,-1,8760,5882,9845,4677,5767,6532,0
1157,130000,2,1,2,23,-1,-1,-1,0,-1,0,3820,2640,30403,9630,7120,3940,0
1158,470000,1,3,1,39,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0
1159,340000,2,2,1,48,-1,-1,-1,0,0,-1,4052,0,4105,2895,2895,2360,0
1160,80000,1,2,2,26,1,2,2,2,0,0,77389,75585,80300,75724,77504,79715,0
1161,70000,1,1,2,33,0,0,0,0,-2,-2,70524,70740,46740,0,0,0,0
1162,230000,2,2,1,44,-2,-2,-2,-2,-2,-2,5990,1677,2920,2683,1674,3273,0
1163,180000,2,2,1,36,0,0,0,-2,-1,0,21494,25600,0,0,36565,37353,0
1164,210000,2,2,1,39,0,0,0,0,0,-1,26749,34451,25200,19850,15530,13021,0
1165,20000,1,2,2,24,-1,-1,-1,-1,-1,-1,780,0,390,390,780,0,0
1166,140000,2,2,2,25,2,0,0,-1,-1,0,137606,140557,111000,3238,89437,91136,0
1167,2.00E+05,1,1,2,52,0,0,0,0,0,0,115702,113576,109812,104567,100541,96495,0
1168,50000,2,3,1,59,0,0,0,0,0,0,47822,36488,36811,13234,11543,10751,0
1169,80000,2,1,2,23,-1,-1,0,0,-1,-1,3526,6687,4356,3450,4318,0,0
1170,30000,2,3,2,48,0,0,0,0,0,0,1445,3410,5338,7239,9112,10949,0
1171,140000,2,1,2,28,0,0,2,0,0,0,9305,13614,13103,14077,15189,16275,1
1172,80000,1,3,1,62,-1,-1,-1,-1,-1,-1,1262,1642,1975,672,5112,3932,0
1173,220000,2,3,1,38,-1,-1,-1,-1,-1,-1,20000,3450,5516,47619,28800,8561,0
1174,180000,2,1,2,32,-1,-1,-1,-1,-1,-1,666,666,666,666,666,666,0
1175,140000,2,2,1,29,0,0,0,0,0,0,81764,92071,43777,22806,12643,29707,1
1176,180000,1,2,2,25,2,2,2,0,0,0,10022,12847,12351,12350,12608,12892,1
1177,50000,2,2,2,35,0,0,0,0,0,0,14536,15694,16431,17056,17581,18089,0
1178,170000,2,2,2,27,0,0,0,0,0,0,97474,78520,80131,70788,68927,70678,0
1179,50000,1,2,2,38,0,0,0,0,0,0,50958,50889,49697,9176,9368,9554,0
1180,50000,1,2,2,24,0,0,0,0,0,0,49144,20818,17890,18310,17931,18633,0
1181,3.00E+05,1,2,1,29,-1,-1,-2,-2,-2,-2,1874,-200,-200,-200,-200,-200,0
1182,390000,2,1,2,27,2,0,0,0,0,0,386301,392458,290201,295606,300709,305904,0
1183,90000,2,2,1,55,2,2,0,0,0,0,81998,83674,80890,31565,33049,22694,1
1184,2.00E+05,2,1,2,29,0,0,0,0,0,0,194241,193425,196537,195268,192829,192499,0
1185,460000,1,1,2,29,0,0,0,0,0,0,410033,385394,325663,324067,324749,327929,0
1186,10000,1,2,2,23,0,0,0,0,0,-2,3714,4158,4654,3080,0,0,0
1187,20000,1,2,1,30,-1,-1,0,0,-1,-1,1261,2835,2522,1261,1261,930,1
1188,50000,2,2,1,50,-1,-1,-1,-1,-2,-1,1232,1846,697,364,0,760,0
1189,480000,2,2,1,38,0,0,0,0,0,0,90258,76099,56776,37484,37906,18387,0
1190,180000,2,1,2,24,0,0,0,0,0,0,169263,174532,176686,165491,169222,173246,0
